FA;NN;Nom;Prenom;Annee;Trimestre;BrutDMFA;NetReel;NetDeclare;EcartPct;ClasseAttendue
FA00764813;04092289081;Payet;Olivier;2025;3;1818.48;1295.29;1295.29;0.0;Conforme
FA00664989;99102597140;Blanchard;Émilie;2025;3;1059.62;746.04;746.04;0.0;Conforme
FA00759393;91051722745;Dumont;Nadia;2025;3;6213.34;3938.36;3938.36;0.0;Conforme
FA00669679;85070374331;Gautier;Pierre;2025;3;4180.07;2860.46;2860.46;0.0;Conforme
FA00754622;88080262951;Lemoine;Charlotte;2025;3;;4161.53;4161.53;0.0;DeclareSansBCSS
FA00774517;91041626332;Blanchard;Romain;2025;3;28613.08;15946.06;15946.06;0.0;Conforme
FA00747760;87031179940;Lambert;Ibrahim;2025;3;9914.48;5755.23;5755.23;0.0;Conforme
FA00711766;81032131303;Roussel;Sarah;2025;3;1823.77;1327.61;1327.61;0.0;Conforme
FA00726631;97061286578;Morin;Grégory;2025;3;4002.13;2566.51;2566.51;0.0;Conforme
FA00740409;85122476593;Philippe;Élise;2025;3;8291.99;4996.85;4996.85;0.0;Conforme
FA00770684;04070640958;Gaillard;Leïla;2025;3;3560.87;2432.38;2432.38;0.0;Conforme
FA00767235;97012762824;Chevalier;Salima;2025;3;5089.27;3358.10;3358.10;0.0;Conforme
FA00707528;95091920522;Meyer;Damien;2025;3;2489.33;1704.40;0.00;100.0;BcssSansDeclaration
FA00768670;80031848495;Perrin;Nadia;2025;3;2789.66;1994.04;1994.04;0.0;Conforme
FA00754093;00111672466;Lucas;Valérie;2025;3;3139.86;1831.44;1831.44;0.0;Conforme
FA00739217;03101607988;Roussel;Romain;2025;3;;1083.78;1083.78;0.0;DeclareSansBCSS
FA00762470;01071064527;Arnaud;Leïla;2025;3;1038.74;786.46;786.46;0.0;Conforme
FA00729983;95040237437;Lucas;Amélie;2025;3;5952.64;3776.82;3776.82;0.0;Conforme
FA00751527;90042084783;Gautier;François;2025;3;2959.88;2069.82;1345.38;35.0;EcartAControler
FA00760632;85042040433;Leclerc;Charlotte;2025;3;10613.02;6099.95;6099.95;0.0;Conforme
FA00741747;83042838858;Picard;Claire;2025;3;1050.58;805.69;805.69;0.0;Conforme
FA00707958;86101761671;Meyer;Fatima;2025;3;6089.61;3842.27;2497.48;35.0;EcartAControler
FA00754729;94022732280;Payet;Nadia;2025;3;3095.05;2065.98;1342.88;35.0;EcartAControler
FA00764699;98052573922;Gautier;Thomas;2025;3;1151.24;782.55;782.55;0.0;Conforme
FA00764161;87041033754;Brunet;Hugo;2025;3;2592.77;1872.66;1872.66;0.0;Conforme
FA00711385;84092018176;Joly;Youssef;2025;3;780.11;584.59;584.59;0.0;Conforme
FA00728214;90021321736;Noël;Inès;2025;3;2000.51;1453.65;1453.65;0.0;Conforme
FA00765266;85032120796;Simon;Nora;2025;3;6169.95;3641.42;3641.42;0.0;Conforme
FA00760389;98072545430;Martin;Vincent;2025;3;7204.44;4457.43;4457.43;0.0;Conforme
FA00760091;96061260823;Meyer;Quentin;2025;3;1347.36;905.44;905.44;0.0;Conforme
FA00758013;94060422720;Schmitt;Leïla;2025;3;1950.55;1407.17;1407.17;0.0;Conforme
FA00678041;97070785650;Brun;Manon;2025;3;11408.22;6389.17;6389.17;0.0;Conforme
FA00675307;85062718259;Moreau;Delphine;2025;3;7327.56;4057.43;4057.43;0.0;Conforme
FA00744651;99080545773;Lucas;Adam;2025;3;7071.96;4383.80;4383.80;0.0;Conforme
FA00701120;92120381940;Dubois;Vincent;2025;3;715.79;519.77;337.85;35.0;EcartAControler
FA00748320;95021901170;Dumas;Sophie;2025;3;4607.92;3108.99;3108.99;0.0;Conforme
FA00721758;86041427572;Rey;Pauline;2025;3;11791.57;6589.17;6589.17;0.0;Conforme
FA00733168;02020937819;Vincent;Nadia;2025;3;3279.30;2274.69;2274.69;0.0;Conforme
FA00684508;96011922267;Dumont;Mathieu;2025;3;985.80;751.31;751.31;0.0;Conforme
FA00771828;91061288628;Martin;Mehdi;2025;3;1462.52;1102.39;1102.39;0.0;Conforme
FA00744479;01031560088;Barbier;Ibrahim;2025;3;2913.28;1924.59;1924.59;0.0;Conforme
FA00639182;92071361902;Fabre;Hugo;2025;3;228.01;183.02;183.02;0.0;Conforme
FA00747805;88041558070;Rousseau;Youssef;2025;3;4618.04;3015.65;3015.65;0.0;Conforme
FA00743001;02060996542;Arnaud;Julien;2025;3;3193.29;1883.74;1224.43;35.0;EcartAControler
FA00749260;81031693318;Noël;Aurélie;2025;3;5984.72;3747.24;2435.71;35.0;EcartAControler
FA00716318;91081739889;Durand;Nora;2025;3;919.50;655.49;655.49;0.0;Conforme
FA00725218;82022711535;Martin;Benjamin;2025;3;1903.63;1312.00;1312.00;0.0;Conforme
FA00674495;92030837379;Vidal;Damien;2025;3;;6602.41;6602.41;0.0;DeclareSansBCSS
FA00726447;91101839972;Renard;Inès;2025;3;1163.88;843.02;843.02;0.0;Conforme
FA00749895;95082608423;Moreau;Yasmina;2025;3;2431.30;1726.60;1726.60;0.0;Conforme
FA00728779;03082217688;Mercier;Élise;2025;3;;5139.64;5139.64;0.0;DeclareSansBCSS
FA00739668;88020763943;Lambert;Julien;2025;3;219.15;170.74;170.74;0.0;Conforme
FA00703518;93091193176;Renard;Anissa;2025;3;3491.10;2425.89;2425.89;0.0;Conforme
FA00686282;90111659123;Leclerc;Nadia;2025;3;3645.32;2476.86;2476.86;0.0;Conforme
FA00724346;96101208490;Lefebvre;Laura;2025;3;5185.90;2805.86;2805.86;0.0;Conforme
FA00705692;99110289141;Colin;Youssef;2025;3;3096.12;1855.28;1855.28;0.0;Conforme
FA00744718;83090819612;Joly;Hugo;2025;3;;4856.71;4856.71;0.0;DeclareSansBCSS
FA00766325;04071995196;Gaillard;Benjamin;2025;3;5404.17;3525.99;3525.99;0.0;Conforme
FA00707246;04061629163;Michel;Aïcha;2025;3;3256.57;2220.88;2220.88;0.0;Conforme
FA00752570;00021240950;Clément;Delphine;2025;3;2937.35;2089.11;2089.11;0.0;Conforme
FA00756451;95012863740;Nguyen;Valérie;2025;3;1521.89;1148.11;1148.11;0.0;Conforme
FA00749331;91070861934;Renard;Pierre;2025;3;7848.15;4768.11;4768.11;0.0;Conforme
FA00735064;01050751836;Bernard;Thomas;2025;3;8301.93;4933.10;4933.10;0.0;Conforme
FA00683609;92101276997;Marchand;Aïcha;2025;3;8888.03;5244.31;5244.31;0.0;Conforme
FA00658780;96022757365;Blanc;Émilie;2025;3;5625.80;3326.44;3326.44;0.0;Conforme
FA00709676;91071180153;Chevalier;Mehdi;2025;3;6363.81;4059.60;4059.60;0.0;Conforme
FA00675937;97051160075;Blanc;Pierre;2025;3;4187.73;2815.25;2815.25;0.0;Conforme
FA00745256;87031387895;Noël;Vincent;2025;3;502.21;393.28;393.28;0.0;Conforme
FA00768710;86040630192;Brunet;Mehdi;2025;3;10371.71;5916.34;5916.34;0.0;Conforme
FA00635814;82070962996;Colin;Youssef;2025;3;8300.10;4969.78;4969.78;0.0;Conforme
FA00727429;92072427219;Renaud;Benjamin;2025;3;1687.93;1253.10;1253.10;0.0;Conforme
FA00688523;91012267402;Dufour;Charlotte;2025;3;3666.64;2323.11;2323.11;0.0;Conforme
FA00728980;83122068656;Dufour;Anissa;2025;3;4746.37;2965.16;2965.16;0.0;Conforme
FA00709004;91021136665;Mercier;Camille;2025;3;13962.68;7752.55;7752.55;0.0;Conforme
FA00736326;89111456984;Vidal;Maxime;2025;3;11291.95;6291.21;6291.21;0.0;Conforme
FA00703538;82082639026;Picard;Céline;2025;3;2046.59;1423.91;1423.91;0.0;Conforme
FA00761366;85011405556;Meunier;Maxime;2025;3;4907.86;3254.05;3254.05;0.0;Conforme
FA00734761;90082765395;Clément;Delphine;2025;3;13201.25;7242.56;7242.56;0.0;Conforme
FA00717141;81032405970;Gaillard;Pierre;2025;3;3181.79;1857.73;1857.73;0.0;Conforme
FA00753262;82022508528;Schmitt;Mehdi;2025;3;661.14;495.68;495.68;0.0;Conforme
FA00723793;96081481066;Gérard;Julien;2025;3;1412.06;931.78;931.78;0.0;Conforme
FA00760468;00062396466;Bernard;Youssef;2025;3;6576.92;4142.70;4142.70;0.0;Conforme
FA00730402;98052347852;Roy;Céline;2025;3;5419.30;3484.50;0.00;100.0;BcssSansDeclaration
FA00668359;93071475452;Caron;Youssef;2025;3;4414.00;2925.61;2925.61;0.0;Conforme
FA00755256;89051386666;Vincent;Céline;2025;3;8565.44;5056.74;5056.74;0.0;Conforme
FA00687593;84040390818;François;Claire;2025;3;9443.32;5539.53;5539.53;0.0;Conforme
FA00733987;88022068988;Caron;Adam;2025;3;11575.98;6455.05;6455.05;0.0;Conforme
FA00708417;02061485205;Bourgeois;Rachid;2025;3;2407.98;1731.33;1731.33;0.0;Conforme
FA00704589;91071757797;Garcia;Louis;2025;3;6991.42;3972.28;3972.28;0.0;Conforme
FA00709296;93080554652;Olivier;Louis;2025;3;6812.90;4260.73;4260.73;0.0;Conforme
FA00657827;89070558321;Gaillard;Olivier;2025;3;3372.80;2361.04;2361.04;0.0;Conforme
FA00638722;6072749959;Lemaire;Laura;2025;3;417.34;324.14;324.14;0.0;Conforme
FA00734825;92061894801;Lemoine;Quentin;2025;3;5536.83;3333.84;3333.84;0.0;Conforme
FA00758089;94050812394;Renaud;Youssef;2025;3;4750.32;3095.93;3095.93;0.0;Conforme
FA00691055;00052714183;Fontaine;Laura;2025;3;12861.39;7085.87;7085.87;0.0;Conforme
FA00748502;98080483394;Blanchard;Charlotte;2025;3;3475.68;2291.40;2291.40;0.0;Conforme
FA00747127;02052639003;Rivière;Nadia;2025;3;7671.22;4587.47;2981.85;35.0;EcartAControler
FA00761214;87092796320;Petit;Julien;2025;3;1952.74;1279.72;1279.72;0.0;Conforme
FA00707652;00061498128;Benoit;Olivier;2025;3;5473.59;3544.49;3544.49;0.0;Conforme
FA00748131;88072134054;Lefebvre;Chloé;2025;3;3906.50;2648.92;2648.92;0.0;Conforme
FA00766850;93111132319;Roy;Inès;2025;3;9537.52;5589.09;5589.09;0.0;Conforme
FA00740418;92021140151;Lucas;Marine;2025;3;4662.74;3074.30;3074.30;0.0;Conforme
FA00728804;80021364874;Robin;Nicolas;2025;3;6978.21;4297.39;2793.30;35.0;EcartAControler
FA00748597;87040920918;Laurent;Céline;2025;3;11235.51;6394.37;6394.37;0.0;Conforme
FA00678508;00030904625;Brun;Émilie;2025;3;13357.69;7321.62;4759.05;35.0;EcartAControler
FA00737131;82032281475;Lacroix;Delphine;2025;3;362.23;274.14;274.14;0.0;Conforme
FA00737163;82110847418;Garcia;Damien;2025;3;7884.70;4861.67;4861.67;0.0;Conforme
FA00737429;99062143784;Vidal;Émilie;2025;3;15330.00;8530.97;8530.97;0.0;Conforme
FA00750014;91052463212;Lemoine;Nassim;2025;3;3291.74;2276.20;2276.20;0.0;Conforme
FA00749288;93042120876;Vincent;Élise;2025;3;;1676.22;1676.22;0.0;DeclareSansBCSS
FA00701985;82110218601;Bourgeois;Anissa;2025;3;9133.14;5352.64;5352.64;0.0;Conforme
FA00661626;99030829315;Picard;Benjamin;2025;3;6644.68;4166.17;4166.17;0.0;Conforme
FA00767404;86022473871;Bourgeois;Delphine;2025;3;2127.49;1528.15;1528.15;0.0;Conforme
FA00733368;97091274723;Philippe;Nora;2025;3;10824.99;6131.60;6131.60;0.0;Conforme
FA00677788;02100554330;Schmitt;Thomas;2025;3;2426.82;1491.18;1491.18;0.0;Conforme
FA00767101;01090433546;Renard;Fatima;2025;3;6060.68;3600.85;3600.85;0.0;Conforme
FA00763993;97021420766;Noël;Nassim;2025;3;874.42;662.33;662.33;0.0;Conforme
FA00733672;86082042759;Rousseau;Samira;2025;3;2558.48;1826.22;1826.22;0.0;Conforme
FA00730539;87070519774;Aubert;François;2025;3;13589.33;7547.17;7547.17;0.0;Conforme
FA00731976;96101288070;Olivier;Maxime;2025;3;159.08;123.43;123.43;0.0;Conforme
FA00712070;84011121661;Simon;Khalid;2025;3;1430.97;1063.18;1063.18;0.0;Conforme
FA00734475;90070164602;Noël;Claire;2025;3;1882.86;1372.50;1372.50;0.0;Conforme
FA00748308;87041810051;Renard;Marine;2025;3;868.27;650.57;650.57;0.0;Conforme
FA00724790;93081000951;Vincent;Romain;2025;3;;1783.29;1783.29;0.0;DeclareSansBCSS
FA00747067;91000283546;Henry;Sébastien;2025;3;1093.67;761.67;761.67;0.0;Conforme
FA00746024;91041329194;Gauthier;Youssef;2025;3;7416.54;4591.94;4591.94;0.0;Conforme
FA00724739;82040272790;Gauthier;Valérie;2025;3;5312.31;3461.78;3461.78;0.0;Conforme
FA00753685;81072413918;Rivière;Samira;2025;3;3336.10;2339.66;2339.66;0.0;Conforme
FA00623099;81021465657;Morin;François;2025;3;653.44;510.24;510.24;0.0;Conforme
FA00756341;92120767762;Renaud;Élise;2025;3;2846.99;1712.85;1113.35;35.0;EcartAControler
FA00764749;02022371538;Morin;Ibrahim;2025;3;6039.19;3845.83;3845.83;0.0;Conforme
FA00731000;95102094733;Leroy;Rachid;2025;3;918.04;637.46;637.46;0.0;Conforme
FA00767339;84030146529;Roy;Quentin;2025;3;1516.94;1137.04;1137.04;0.0;Conforme
FA00755481;04062547891;Colin;Marine;2025;3;2990.24;2097.17;2097.17;0.0;Conforme
FA00747596;85081290888;Pierre;Céline;2025;3;691.08;539.98;539.98;0.0;Conforme
FA00711482;87062353562;Fontaine;Rachid;2025;3;3509.34;2420.39;2420.39;0.0;Conforme
FA00756560;88080875833;Meunier;Rachid;2025;3;;558.39;558.39;0.0;DeclareSansBCSS
FA00748784;83010334455;Legrand;Nora;2025;3;8267.00;5009.33;5009.33;0.0;Conforme
FA00694616;90081803414;Chevalier;Céline;2025;3;1807.59;1319.34;1319.34;0.0;Conforme
FA00743810;94040159519;Renard;Khalid;2025;3;6168.05;3912.87;3912.87;0.0;Conforme
FA00762251;93122222486;Lacroix;Ibrahim;2025;3;1487.21;1105.82;1105.82;0.0;Conforme
FA00668807;97010409880;Petit;Nicolas;2025;3;9692.47;5639.84;5639.84;0.0;Conforme
FA00760183;98071290665;Leclerc;Youssef;2025;3;3739.15;2530.00;2530.00;0.0;Conforme
FA00664209;03062604981;Schmitt;Mathieu;2025;3;5407.71;3448.09;3448.09;0.0;Conforme
FA00732949;93071172376;Picard;Élise;2025;3;8677.71;5080.68;3302.43;35.0;EcartAControler
FA00768875;03091887796;Leclerc;Damien;2025;3;890.95;647.18;0.00;100.0;BcssSansDeclaration
FA00708913;83030221039;Roche;Sophie;2025;3;2263.43;1628.37;1628.37;0.0;Conforme
FA00704428;90050225756;Leroy;Romain;2025;3;6853.12;4232.82;4232.82;0.0;Conforme
FA00730049;92011387988;Duval;Bilal;2025;3;3489.08;2374.26;2374.26;0.0;Conforme
FA00763222;80042156726;Lacroix;Céline;2025;3;7099.51;3976.39;3976.39;0.0;Conforme
FA00653503;92062127106;Olivier;Élise;2025;3;2122.70;1451.88;1451.88;0.0;Conforme
FA00747791;03050860261;Schmitt;Cédric;2025;3;999.94;767.10;767.10;0.0;Conforme
FA00687771;83040143050;Renard;Aïcha;2025;3;5545.43;3599.90;3599.90;0.0;Conforme
FA00680846;92032361071;Rivière;Chloé;2025;3;1751.26;1266.14;1266.14;0.0;Conforme
FA00742112;6012649056;Robin;François;2025;3;6530.81;4146.52;4146.52;0.0;Conforme
FA00644968;88082574818;Roche;Hugo;2025;3;2074.27;1465.22;1465.22;0.0;Conforme
FA00733201;01020324817;Giraud;Nadia;2025;3;;5374.69;5374.69;0.0;DeclareSansBCSS
FA00644967;97040965474;François;Laura;2025;3;5511.41;3310.62;3310.62;0.0;Conforme
FA00764728;89020289852;Schmitt;Inès;2025;3;2506.63;1811.63;1811.63;0.0;Conforme
FA00708444;98100580410;Brunet;Quentin;2025;3;3547.79;2327.42;2327.42;0.0;Conforme
FA00687531;04051181669;Lemoine;Fatima;2025;3;11383.98;6412.83;4168.34;35.0;EcartAControler
FA00749703;95051967212;Philippe;Laura;2025;3;8871.05;5024.20;5024.20;0.0;Conforme
FA00685541;01101601711;Olivier;Rachid;2025;3;4613.09;2847.06;2847.06;0.0;Conforme
FA00713977;82081237870;Denis;Charlotte;2025;3;11491.96;6455.71;6455.71;0.0;Conforme
FA00734992;98040974207;Martin;Laura;2025;3;794.99;560.54;560.54;0.0;Conforme
FA00744020;87021918024;Mercier;Mehdi;2025;3;3556.00;2330.37;2330.37;0.0;Conforme
FA00709408;95090182935;François;Camille;2025;3;4614.12;2848.54;2848.54;0.0;Conforme
FA00739782;96071469181;Vidal;Sophie;2025;3;1829.53;1277.02;1277.02;0.0;Conforme
FA00708409;82121548496;Duval;Céline;2025;3;2126.52;1548.29;1548.29;0.0;Conforme
FA00747863;90061373036;Lemaire;Ibrahim;2025;3;4573.17;3088.41;3088.41;0.0;Conforme
FA00690054;89121232705;Rey;Manon;2025;3;3951.07;2677.42;2677.42;0.0;Conforme
FA00743761;01072240801;Henry;Manon;2025;3;1238.46;932.03;932.03;0.0;Conforme
FA00707555;92050352987;Mercier;Nicolas;2025;3;7855.20;4749.58;4749.58;0.0;Conforme
FA00715561;81022508606;Petit;Hugo;2025;3;665.80;489.73;489.73;0.0;Conforme
FA00766716;84110995336;Blanc;Maxime;2025;3;13761.85;7742.37;7742.37;0.0;Conforme
FA00763231;85061311264;Giraud;Sarah;2025;3;8906.76;5178.48;5178.48;0.0;Conforme
FA00711546;85100671884;Gaillard;Céline;2025;3;4132.75;2757.21;2757.21;0.0;Conforme
FA00716816;95020726183;Joly;Nassim;2025;3;5725.34;3667.78;3667.78;0.0;Conforme
FA00748253;81111795918;Arnaud;Damien;2025;3;4871.52;2981.68;2981.68;0.0;Conforme
FA00646139;98080442616;Garcia;Adam;2025;3;6777.96;4216.84;4216.84;0.0;Conforme
FA00746585;03071440196;Boyer;Damien;2025;3;;3022.09;3022.09;0.0;DeclareSansBCSS
FA00742374;00010730407;Olivier;Vincent;2025;3;;2459.37;2459.37;0.0;DeclareSansBCSS
FA00690111;84020356556;Bernard;Salima;2025;3;5681.64;3678.33;3678.33;0.0;Conforme
FA00672653;99020589083;Rivière;Sébastien;2025;3;10103.99;5848.11;5848.11;0.0;Conforme
FA00699695;85091364042;Roy;Pauline;2025;3;5699.83;3656.48;3656.48;0.0;Conforme
FA00759460;88041293794;Barbier;Vincent;2025;3;5038.68;3351.88;3351.88;0.0;Conforme
FA00714377;2070445926;Lemaire;Benjamin;2025;3;10122.31;5811.64;5811.64;0.0;Conforme
FA00755176;01082118567;Aubert;Youssef;2025;3;1084.07;821.98;821.98;0.0;Conforme
FA00751815;88100297411;Marie;Ibrahim;2025;3;;1136.58;1136.58;0.0;DeclareSansBCSS
FA00732822;90071085310;Vidal;Valérie;2025;3;8743.28;5214.48;5214.48;0.0;Conforme
FA00761446;84022212424;Bourgeois;Inès;2025;3;597.98;448.41;448.41;0.0;Conforme
FA00704801;92071384369;Gautier;Aïcha;2025;3;;1244.19;1244.19;0.0;DeclareSansBCSS
FA00747603;81111830956;Vincent;Vincent;2025;3;3119.95;2093.55;2093.55;0.0;Conforme
FA00755040;80041829696;Vincent;Grégory;2025;3;1485.70;1061.55;1061.55;0.0;Conforme
FA00766068;96081120285;Lucas;Nicolas;2025;3;2957.62;2062.30;2062.30;0.0;Conforme
FA00738248;89052328160;Denis;Chloé;2025;3;3065.47;2032.79;2032.79;0.0;Conforme
FA00765102;84071182576;Marchand;Mehdi;2025;3;5899.66;3802.89;3802.89;0.0;Conforme
FA00726922;94060552976;Denis;Pauline;2025;3;3388.84;2357.00;2357.00;0.0;Conforme
FA00709830;98030420013;Meyer;François;2025;3;6484.65;4016.82;4016.82;0.0;Conforme
FA00761375;02051415516;Arnaud;Mehdi;2025;3;2476.54;1798.98;1169.33;35.0;EcartAControler
FA00714177;03070443670;Chevalier;Mathieu;2025;3;1341.10;997.90;997.90;0.0;Conforme
FA00761063;82100744174;Bernard;Vincent;2025;3;700.18;546.38;546.38;0.0;Conforme
FA00567203;98031919058;Petit;Hugo;2025;3;4397.07;2972.57;2972.57;0.0;Conforme
FA00756078;02110330247;Picard;Grégory;2025;3;317.36;238.63;238.63;0.0;Conforme
FA00759566;88101212773;Arnaud;Claire;2025;3;3051.69;2143.53;2143.53;0.0;Conforme
FA00762996;96071586373;Lemoine;Ibrahim;2025;3;10050.21;5751.19;5751.19;0.0;Conforme
FA00715288;99041187628;Durand;Rachid;2025;3;1096.39;781.40;507.91;35.0;EcartAControler
FA00677658;98020830077;Noël;Ibrahim;2025;3;4085.24;2783.33;2783.33;0.0;Conforme
FA00750229;80021120295;Blanc;Adam;2025;3;1902.30;1386.42;1386.42;0.0;Conforme
FA00745484;87020884973;Michel;Marine;2025;3;1186.98;896.39;896.39;0.0;Conforme
FA00723306;88020866188;Masson;Nassim;2025;3;9342.05;5507.28;0.00;100.0;BcssSansDeclaration
FA00743494;91060808972;Mathieu;Nicolas;2025;3;;612.43;612.43;0.0;DeclareSansBCSS
FA00712008;92071531453;Roy;Nora;2025;3;5373.88;3527.08;3527.08;0.0;Conforme
FA00739682;81110697145;Gautier;Louis;2025;3;1133.53;863.01;863.01;0.0;Conforme
FA00692773;83121546242;Fontaine;Élise;2025;3;10262.58;5956.86;3871.96;35.0;EcartAControler
FA00682757;91091798888;Rousseau;Mathieu;2025;3;2280.50;1575.28;1575.28;0.0;Conforme
FA00734669;92030863511;Denis;Mehdi;2025;3;6368.91;4032.02;4032.02;0.0;Conforme
FA00578062;04062695074;Lucas;Manon;2025;3;2457.81;1653.98;1653.98;0.0;Conforme
FA00696863;99061105587;Gérard;Aïcha;2025;3;8919.15;5256.30;5256.30;0.0;Conforme
FA00759620;84120519449;Noël;Nassim;2025;3;;252.34;252.34;0.0;DeclareSansBCSS
FA00759427;87082213422;Michel;Delphine;2025;3;775.01;578.18;578.18;0.0;Conforme
FA00677357;88091241569;Nguyen;Mathieu;2025;3;2580.44;1845.23;1845.23;0.0;Conforme
FA00695163;90040385107;Lemoine;Leïla;2025;3;4965.68;3258.20;3258.20;0.0;Conforme
FA00670894;84060124873;Joly;Camille;2025;3;7375.77;4554.64;4554.64;0.0;Conforme
FA00763237;96062655544;Fontaine;Delphine;2025;3;1789.39;1340.77;1340.77;0.0;Conforme
FA00745940;86040295345;Vidal;Romain;2025;3;6496.51;4033.41;4033.41;0.0;Conforme
FA00741073;02072187867;Guérin;Salima;2025;3;561.74;420.07;420.07;0.0;Conforme
FA00698723;91052692646;Leroy;Quentin;2025;3;1425.41;1061.10;0.00;100.0;BcssSansDeclaration
FA00747075;86062163204;Brunet;Valérie;2025;3;4083.37;2579.14;2579.14;0.0;Conforme
FA00733248;84062281540;Blanchard;Louis;2025;3;102.73;81.14;81.14;0.0;Conforme
FA00759116;84012051772;Roy;Bilal;2025;3;3153.00;2188.33;2188.33;0.0;Conforme
FA00722936;92041163426;Lucas;Grégory;2025;3;4780.25;3162.33;3162.33;0.0;Conforme
FA00718027;88082052503;Rey;Pierre;2025;3;796.02;608.82;608.82;0.0;Conforme
FA00715407;96042007907;Payet;Aïcha;2025;3;1773.46;1302.63;1302.63;0.0;Conforme
FA00698292;00090396210;Dufour;Pauline;2025;3;7388.14;4167.55;2708.90;35.0;EcartAControler
FA00767349;94121048017;Roger;Sarah;2025;3;;8035.70;8035.70;0.0;DeclareSansBCSS
FA00710664;83092897192;Perrin;Sophie;2025;3;1332.12;966.08;966.08;0.0;Conforme
FA00763134;82070737027;Morin;Amélie;2025;3;5733.26;3707.64;3707.64;0.0;Conforme
FA00741157;85072628095;Petit;Thomas;2025;3;2709.33;1920.00;1920.00;0.0;Conforme
FA00726100;85052166837;Joly;Aïcha;2025;3;1283.97;966.24;966.24;0.0;Conforme
FA00746623;99042805152;Lemoine;Aïcha;2025;3;2648.68;1878.50;1878.50;0.0;Conforme
FA00751426;81080391078;Michel;Maxime;2025;3;170.84;133.57;133.57;0.0;Conforme
FA00744258;02071365050;Brun;Chloé;2025;3;596.49;449.80;449.80;0.0;Conforme
FA00686797;81022622828;Brunet;Mathieu;2025;3;5338.49;3236.87;3236.87;0.0;Conforme
FA00697139;87011227931;Rivière;Thomas;2025;3;3066.72;2167.24;2167.24;0.0;Conforme
FA00738108;04080411927;Garcia;Olivier;2025;3;10156.63;5837.89;5837.89;0.0;Conforme
FA00727879;00030803368;Marie;Amélie;2025;3;10539.12;6030.89;6030.89;0.0;Conforme
FA00767516;87063076312;Gauthier;Nora;2025;3;2562.56;1766.11;1766.11;0.0;Conforme
FA00761565;89022617753;Fabre;Anissa;2025;3;299.37;229.42;229.42;0.0;Conforme
FA00745806;89102139343;Roy;Sophie;2025;3;10402.03;5933.44;5933.44;0.0;Conforme
FA00737671;87080948759;Boyer;Benjamin;2025;3;3627.50;2502.50;2502.50;0.0;Conforme
FA00769911;02112678142;Petit;François;2025;3;2592.52;1548.14;1548.14;0.0;Conforme
FA00684276;01051116674;Dubois;François;2025;3;7999.26;4849.11;4849.11;0.0;Conforme
FA00743911;03031980497;Gautier;Thomas;2025;3;3284.73;1921.31;1248.85;35.0;EcartAControler
FA00754752;02111413578;Lambert;Anissa;2025;3;1945.28;1266.94;823.51;35.0;EcartAControler
FA00731646;98021755834;Blanc;Ibrahim;2025;3;1314.18;961.45;961.45;0.0;Conforme
FA00748511;80091051951;Clément;Anissa;2025;3;9802.34;5720.83;5720.83;0.0;Conforme
FA00700219;90022692109;Colin;Benjamin;2025;3;6806.89;4221.77;4221.77;0.0;Conforme
FA00690821;90100198473;Payet;Émilie;2025;3;3683.06;2559.38;2559.38;0.0;Conforme
FA00726312;87041690384;Schmitt;Thomas;2025;3;1811.68;1326.23;1326.23;0.0;Conforme
FA00643005;94060586828;Arnaud;Anissa;2025;3;2907.56;2074.95;2074.95;0.0;Conforme
FA00708369;87031713044;Roy;Benjamin;2025;3;2615.99;1600.95;1600.95;0.0;Conforme
FA00700995;93051891449;Garcia;Marine;2025;3;2333.12;1643.30;1643.30;0.0;Conforme
FA00725250;94050164771;Roussel;Julien;2025;3;8043.03;4881.36;4881.36;0.0;Conforme
FA00759383;90101325653;Legrand;Maxime;2025;3;1400.42;1028.29;1028.29;0.0;Conforme
FA00718212;88032243793;Nguyen;Grégory;2025;3;2593.40;1596.91;1596.91;0.0;Conforme
FA00727206;89011909646;Guérin;Delphine;2025;3;6748.05;4165.46;4165.46;0.0;Conforme
FA00764862;93021506297;Garcia;Grégory;2025;3;3329.45;2311.73;2311.73;0.0;Conforme
FA00768576;94042880467;Joly;Quentin;2025;3;;1857.54;1857.54;0.0;DeclareSansBCSS
FA00735031;82120292644;Picard;Louis;2025;3;1572.16;1124.03;1124.03;0.0;Conforme
FA00697381;03082340721;Guérin;Manon;2025;3;3354.12;2296.94;2296.94;0.0;Conforme
FA00738006;92051031789;Rivière;Chloé;2025;3;5850.60;3765.51;3765.51;0.0;Conforme
FA00743008;80120131561;Blanc;Manon;2025;3;5958.31;3801.77;3801.77;0.0;Conforme
FA00742575;88042584587;Laurent;Delphine;2025;3;2112.54;1464.65;1464.65;0.0;Conforme
FA00677923;81101751765;Marchand;Chloé;2025;3;5524.05;3563.04;3563.04;0.0;Conforme
FA00719160;88081491980;Henry;Sarah;2025;3;9235.96;5413.69;5413.69;0.0;Conforme
FA00729329;99040411133;Gautier;Sophie;2025;3;8406.36;4998.89;4998.89;0.0;Conforme
FA00763673;98031309542;Meunier;Anissa;2025;3;5282.05;3419.33;3419.33;0.0;Conforme
FA00685539;84012680589;Mercier;Yasmina;2025;3;5529.06;3279.27;3279.27;0.0;Conforme
FA00689935;02040529047;Henry;Émilie;2025;3;1659.91;1237.61;1237.61;0.0;Conforme
